flat,school,school_dist,num_school_2km,hawker,hawker_dist,num_hawker_2km,mrt,mrt_dist,num_mrt_2km,supermarket_dist,num_supermarket_2km,dist_central
2 HAIG RD,Haig Girls' School,0.5553004190083406,10,Blks 13/14 Haig Road,0.39110763400581544,10,PAYA LEBAR MRT STATION,0.825561133891107,10,0.37825293780607405,22,6.016670363419307
141 LOR AH SOO,Xinghua Primary School,0.8826226828434367,7,Kovan Market & Food Centre,0.7042133369663363,2,KOVAN MRT STATION,0.7931942651051506,4,0.49605252761565466,12,8.44114236153919
71 LOR 4 TOA PAYOH,Pei Chun Public School,0.4525395254310598,15,Blk 75 Toa Payoh Lorong 5,0.21901690208933114,5,TOA PAYOH MRT STATION,0.5509677248233874,8,0.14954096684074608,20,5.534839668787663
744 JURONG WEST ST 73,Westwood Primary School,0.18524407304256493,14,Blk 505 Jurong West Street 52,2.197970495555149,0,PIONEER MRT STATION,1.0324246413920104,2,0.5485274798079718,9,18.3357742259656
177 LOMPANG RD,Zhenghua Primary School,0.42958871326359815,11,Bukit Timah Market,4.6645183162376505,0,PETIR LRT STATION,0.3271625532705965,14,0.12664916669874382,12,14.320579252993744
213 BISHAN ST 23,Catholic High School (Primary),0.5363039171358264,12,Blk 409 Ang Mo Kio Ave 10,1.0135197604820825,5,BISHAN MRT STATION,0.6584427101742131,6,0.48609927792053337,16,8.086111996278907
53 CHAI CHEE ST,Damai Primary School,0.7750950320460633,9,Blk 538 Bedok North Street 3,0.6771391180600013,7,BEDOK NORTH MRT STATION,0.729916260528619,5,0.6375697437515918,21,9.067547389957284
277 TOH GUAN RD,Yuhua Primary School,0.6762438888656326,11,Market Street Food Centre,1.0171022416516922,1,BUKIT BATOK MRT STATION,0.9107131441998323,4,0.7360267650484077,19,13.25896245784234
211 ANG MO KIO AVE 3,Ang Mo Kio Primary School,0.2923921848503483,10,Blk 724 Ang Mo Kio Ave 6,0.63381353794925,4,ANG MO KIO MRT STATION,0.8814796037128708,2,0.22317005509806442,12,9.469463415413562
552 BEDOK NTH AVE 1,Fengshan Primary School,0.492764051577418,9,Blk 538 Bedok North Street 3,0.2964262527617523,7,BEDOK RESERVOIR MRT STATION,0.7194911166680199,4,0.25572224428711565,18,10.001177585464985
625 BT BATOK CTRL,Lianhua Primary School,0.6801918961572033,9,Market Street Food Centre,1.4952057087384338,1,BUKIT BATOK MRT STATION,0.28904107457602807,2,0.14823730653064277,15,13.646007578622653
155 LOR 1 TOA PAYOH,CHIJ Primary (Toa Payoh),0.40846905315230186,11,Blk 93 Toa Payoh Lorong 4,0.7578553732573862,6,TOA PAYOH MRT STATION,0.21328490394871713,6,0.16374504106509896,21,5.4210454497633895
169A PUNGGOL FIELD,Greendale Primary School,0.41381183201291927,18,Kovan Market & Food Centre,4.897454005231288,0,CORAL EDGE LRT STATION,0.2125924684896297,13,0.18959667470312502,10,13.930815718180902
450 BT PANJANG RING RD,Beacon Primary School,0.15068355985494594,8,Bukit Timah Market,4.9835217294418435,0,FAJAR LRT STATION,0.17861108192610686,12,0.21212148402017042,8,14.162141002951453
566 CHOA CHU KANG ST 52,Kranji Primary School,0.19922379272952795,11,Market Street Food Centre,5.718739187310052,0,YEW TEE MRT STATION,0.3719189085590815,5,0.3096171194976032,10,16.957748971017725
345 TAMPINES ST 33,East Spring Primary School,0.13465524697524106,16,Market Street Food Centre,2.0809514123733046,0,TAMPINES EAST MRT STATION,0.97525741656218,6,0.37791132865162214,16,14.433461536988077
705 CLEMENTI WEST ST 2,Qifa Primary School,0.8684450987528349,6,Blk 726 Clementi West Street 2,0.4528410985782209,3,CLEMENTI MRT STATION,1.1510658619866327,1,0.49422561670117826,9,10.380787380518141
178B RIVERVALE CRES,Mee Toh School,0.7160747711672436,19,Kovan Market & Food Centre,4.209637737456069,0,BAKAU LRT STATION,0.5161660502793338,16,0.7041076480893049,15,13.260633107639789
494C TAMPINES ST 43,Tampines Primary School,0.5242588400739302,21,Market Street Food Centre,2.171425568693044,0,TAMPINES EAST MRT STATION,0.8606680819204752,4,0.37881188335083715,17,14.28688571252713
212 BISHAN ST 23,Catholic High School (Primary),0.4954680771474352,14,Blk 409 Ang Mo Kio Ave 10,1.069511094449505,7,BISHAN MRT STATION,0.5578573085325076,6,0.5079391177455469,16,7.985503170901904
254 CHOA CHU KANG AVE 2,Chua Chu Kang Primary School,0.2314647097325886,11,Market Street Food Centre,3.8959380522503753,0,SOUTH VIEW LRT STATION,0.27944509766585574,8,0.1760167362006946,12,15.859697167338094
502 BEDOK NTH ST 3,Fengshan Primary School,0.12426349666853159,8,Market Street Food Centre,0.23599175263796335,7,BEDOK RESERVOIR MRT STATION,0.6026023041898432,5,0.0994351085411361,21,10.29712616791426
279 TOH GUAN RD,Yuhua Primary School,0.7019711114385779,10,Market Street Food Centre,1.0405283182375242,1,BUKIT BATOK MRT STATION,0.9700930968113334,4,0.6706155251259699,18,13.222525692282106
306 WOODLANDS ST 31,Fuchun Primary School,0.3468340123213992,11,Blks 20/21 Marsiling Lane,1.4962262033243765,2,MARSILING MRT STATION,0.2959310554372483,4,0.24032352375302948,6,18.234226269890286
146 JLN BT MERAH,Radin Mas Primary School,0.8268251673521478,7,Blk 112 Jalan Bukit Merah,0.6078534171791015,21,OUTRAM PARK MRT STATION,0.9805931682928569,9,0.7969635061768552,21,2.3821687054610168
307 CHOA CHU KANG AVE 4,South View Primary School,0.6382488681555566,12,Market Street Food Centre,4.644486111871572,0,CHOA CHU KANG MRT STATION,0.1855088396516879,7,0.2505682710934628,11,16.475046120563153
217 MARSILING CRES,Marsiling Primary School,1.3696356440998383,5,Blks 20/21 Marsiling Lane,0.6129738208208341,2,MARSILING MRT STATION,1.5840535000704792,2,1.5713155476756862,2,20.012298446972192
942 JURONG WEST ST 91,Xingnan Primary School,0.21668255549744617,10,Blk 505 Jurong West Street 52,3.3008306125130047,0,PIONEER MRT STATION,1.1175669400934458,2,0.3180282996791035,8,19.20201094558392
128 ANG MO KIO AVE 3,Ang Mo Kio Primary School,0.5370669773604607,10,Blk 724 Ang Mo Kio Ave 6,0.36360731251920864,3,ANG MO KIO MRT STATION,0.6758002942896306,2,0.07268683105225865,12,9.627746919022314
540 BEDOK NTH ST 3,Damai Primary School,0.4757300076633433,9,Blk 538 Bedok North Street 3,0.3407903779373735,6,BEDOK NORTH MRT STATION,0.6095470886022621,5,0.4045339345160589,19,9.425686558980393
104 TECK WHYE LANE,Teck Whye Primary School,0.7218422884101008,13,Market Street Food Centre,4.070502901693129,0,TECK WHYE LRT STATION,0.10577279500776403,13,0.18958843406036427,15,15.032722851245552
311 HOUGANG AVE 5,Holy Innocents' Primary School,0.1752520093534758,11,Kovan Market & Food Centre,1.2182545525340176,2,HOUGANG MRT STATION,0.6803892155567277,3,0.0682430644150857,14,10.229450738217242
456 YISHUN ST 41,Northland Primary School,0.41490756629461933,12,Chong Pang Market & Food Centre,2.16474500439016,0,KHATIB MRT STATION,1.313461406744003,2,0.5205966645957005,15,15.085504318758906
202 BEDOK NTH ST 1,Fengshan Primary School,0.674049687908427,9,Blk 208B New Upper Changi Road,0.3028820634947185,7,BEDOK MRT STATION,0.28690318381146435,4,0.19156912282257704,21,9.678471839071115
358 YISHUN RING RD,Huamin Primary School,0.1958198348969784,12,Chong Pang Market & Food Centre,2.019894794525646,0,YISHUN MRT STATION,1.2530567271754423,2,0.2588962447693909,16,15.793755102996892
559 ANG MO KIO AVE 10,Jing Shan Primary School,0.6800035125557036,10,Blk 409 Ang Mo Kio Ave 10,0.9510803550369947,4,ANG MO KIO MRT STATION,0.9314841107077831,2,0.46780621737911476,13,9.632489479002466
18 EUNOS CRES,Eunos Primary School,0.0715424612628676,7,Blk 4A Eunos Crescent,0.3760673193498255,7,EUNOS MRT STATION,0.45573949306463746,9,0.29594019991672627,18,7.340184334112234
43 STIRLING RD,New Town Primary School,0.349041513088808,5,Tanglin Halt Market,0.6073481355580939,6,QUEENSTOWN MRT STATION,0.512199908537404,7,0.6449624131038092,14,5.650796922731265
27B JLN MEMBINA,Zhangde Primary School,0.2263104250585955,9,Blk 112 Jalan Bukit Merah,0.34546190367704555,12,TIONG BAHRU MRT STATION,0.43512347310487604,6,0.08648118638016639,16,2.9601196530510516
256 JURONG EAST ST 24,Yuhua Primary School,0.324246775353399,10,Market Street Food Centre,0.09154379944587233,1,CHINESE GARDEN MRT STATION,0.6605868198268544,5,0.6019641866272523,17,14.242087562368969
128 PENDING RD,Bukit Panjang Primary School,0.28340547292520885,11,Bukit Timah Market,4.0843743827614585,0,PENDING LRT STATION,0.1701563199179992,14,0.35123598007667733,12,13.631226839633475
2C BOON TIONG RD,Zhangde Primary School,0.789656887802017,8,Tiong Bahru Market,0.20332082284722552,21,TIONG BAHRU MRT STATION,0.6524117098405883,15,0.3059619164843956,28,2.091133952704848
482 PASIR RIS DR 4,Casuarina Primary School,0.293907642214327,11,Market Street Food Centre,3.5222343785491814,0,PASIR RIS MRT STATION,1.1738775905436327,1,0.2369225249365751,9,15.604945668265504
195E PUNGGOL RD,Edgefield Primary School,0.15954316342611854,23,Kovan Market & Food Centre,5.266122557544865,0,COVE LRT STATION,0.30249771893107846,22,0.24970372074682703,15,14.406669735851573
320 ANG MO KIO AVE 1,Teck Ghee Primary School,0.297574595739783,14,Blk 724 Ang Mo Kio Ave 6,0.7593381496123096,3,ANG MO KIO MRT STATION,0.4972278745064674,4,0.13293840008078694,17,9.014641971774276
330 CLEMENTI AVE 2,Pei Tong Primary School,0.26672806990323766,7,Blk 353 Clementi Ave 2,0.3561772082173644,3,CLEMENTI MRT STATION,0.3052112514940912,2,0.2920161622171273,14,9.869509054965171
632 WOODLANDS RING RD,Woodlands Ring Primary School,0.45966323984496654,17,Blks 20/21 Marsiling Lane,2.881220275088939,0,ADMIRALTY MRT STATION,0.5369013571354605,4,0.4661544802964003,13,17.65678632340274
8 TG PAGAR PLAZA,Cantonment Primary School,0.3863190710242377,1,Blk 6 Tanjong Pagar Plaza,0.07788290271127257,17,TANJONG PAGAR MRT STATION,0.3380042668053343,15,0.1145475895436949,19,1.2138738039906551
529 JELAPANG RD,Greenridge Primary School,0.35628108271421655,12,Bukit Timah Market,5.277912322876557,0,JELAPANG LRT STATION,0.08683466267602288,14,0.1889474734977763,11,14.834810486529276
721 BEDOK RESERVOIR RD,Damai Primary School,0.5478729471133428,11,Blk 538 Bedok North Street 3,0.5098920722163123,4,BEDOK RESERVOIR MRT STATION,0.6804324750697626,5,0.3787025783089996,18,10.115292755907136
137 SERANGOON NTH AVE 2,Rosyth School,0.5684486703849987,10,Chomp Chomp Food Centre,1.0187060392371092,4,KOVAN MRT STATION,1.3983460019858962,3,0.31300496759454827,18,9.615489864009486
137 TECK WHYE LANE,Teck Whye Primary School,0.4111753351113884,16,Market Street Food Centre,4.3545571349306185,0,TECK WHYE LRT STATION,0.3978458720708795,13,0.07616836068917872,14,15.291353822493882
112 EDGEFIELD PLAINS,Mee Toh School,0.2258324998486923,26,Kovan Market & Food Centre,4.727299538958362,0,MERIDIAN LRT STATION,0.21768571627620834,23,0.1999569502344961,18,13.858455567788695
44 LOR 5 TOA PAYOH,Pei Chun Public School,0.1627415929993152,13,Blk 75 Toa Payoh Lorong 5,0.11895081633293508,5,TOA PAYOH MRT STATION,0.8344882031859974,7,0.32958412446045304,17,5.805257404221783
146 POTONG PASIR AVE 1,Cedar Primary School,1.011429990301562,12,Blk 75 Toa Payoh Lorong 5,1.6521068601133007,4,POTONG PASIR MRT STATION,0.20600724790392255,6,0.09266968549979643,16,5.557413183579235
617 YISHUN RING RD,Naval Base Primary School,0.5107492747904143,12,Chong Pang Market & Food Centre,1.5548719792361367,2,KHATIB MRT STATION,0.33681019298047954,2,0.25919109360663894,16,15.05457623809778
715 WOODLANDS DR 70,Admiralty Primary School,0.11028419791625499,17,Blks 20/21 Marsiling Lane,2.4770432660741495,0,ADMIRALTY MRT STATION,0.2366534490588741,4,0.24206332932246197,15,18.391669506020936
545 HOUGANG AVE 8,Punggol Primary School,0.32686967798044875,19,Kovan Market & Food Centre,2.1973945831801633,0,BUANGKOK MRT STATION,0.5464519996585854,9,0.4516180898923333,16,11.320865471266464
120 PENDING RD,Zhenghua Primary School,0.3053515011333926,11,Bukit Timah Market,4.205978755003249,0,PENDING LRT STATION,0.2286429781342211,14,0.3475055417803482,13,13.742532285135603
323 SEMBAWANG CL,Sembawang Primary School,0.3279383113019861,11,Chong Pang Market & Food Centre,1.8469651491782906,2,SEMBAWANG MRT STATION,0.4899166963078436,2,0.37949516366089403,15,18.181965184608867
25B JLN MEMBINA,Zhangde Primary School,0.12850680843371418,7,Blk 112 Jalan Bukit Merah,0.4058610575398802,13,TIONG BAHRU MRT STATION,0.33731910343701393,4,0.11150022651431028,17,2.899391183830149
833 YISHUN ST 81,Peiying Primary School,0.528484221957351,7,Chong Pang Market & Food Centre,1.9810997173312899,1,KHATIB MRT STATION,0.33753171641758006,2,0.1907548699950679,13,14.549986755632057
618 ANG MO KIO AVE 4,Mayflower Primary School,0.3656590822694062,8,Blk 724 Ang Mo Kio Ave 6,1.1009113252655989,2,YIO CHU KANG MRT STATION,0.8364656943539882,2,0.43644948303065917,9,10.475204932130204
669A EDGEFIELD PLAINS,Oasis Primary School,0.33545364962190133,20,Kovan Market & Food Centre,5.94196352641619,0,OASIS LRT STATION,0.3224472770672542,18,0.23527681835253353,13,15.060013942973528
141 SIMEI ST 2,Angsana Primary School,0.4830785589534494,18,Market Street Food Centre,1.1664319404425343,1,SIMEI MRT STATION,0.35053912022016015,8,0.41842059641917284,17,13.40148654354452
106 JURONG EAST ST 13,Fuhua Primary School,0.14581828235715985,6,Market Street Food Centre,0.693207306125887,3,JURONG EAST MRT STATION,0.6866513018275522,4,0.07375371551702747,23,13.957196335392595
145 BEDOK RESERVOIR RD,Telok Kurau Primary School,0.3834968223744903,6,Blk 538 Bedok North Street 3,1.4669897502149452,2,KAKI BUKIT MRT STATION,0.41809624133708895,5,0.3336609173262625,13,8.740669996217251
116 BT MERAH VIEW,Zhangde Primary School,0.5185972875486452,9,Blk 115 Bukit Merah View,0.07065534260267227,9,TIONG BAHRU MRT STATION,0.621979704164887,2,0.37444125905381725,18,3.3301789831757826
709 HOUGANG AVE 2,Holy Innocents' Primary School,0.6250050515400077,14,Kovan Market & Food Centre,0.9087389451012429,2,HOUGANG MRT STATION,0.6681385675972088,3,0.716934047172233,19,10.036310983437208
92 DAWSON RD,Queenstown Primary School,0.3739995596163851,4,ABC Brickworks Market & Food Centre,0.9637747074253711,7,QUEENSTOWN MRT STATION,0.585954402243097,3,0.15640586392662145,16,4.645680998997679
200 TOA PAYOH NTH,Guangyang Primary School,0.5198415289596608,13,Blk 93 Toa Payoh Lorong 4,0.39788262318967393,6,BRADDELL MRT STATION,0.4873749410087739,7,0.38734995878047673,13,6.363523357605098
442 PASIR RIS DR 6,Casuarina Primary School,0.4326796701923498,14,Market Street Food Centre,2.960126797481095,0,PASIR RIS MRT STATION,1.0685073120387099,2,0.08331232393299669,12,15.114673747259213
114 SIMEI ST 1,Changkat Primary School,0.44704407430823145,18,Market Street Food Centre,0.6852247318500672,1,SIMEI MRT STATION,0.3306808770392491,9,0.3247683687134512,19,12.845277071768681
173B PUNGGOL FIELD,Mee Toh School,0.2504211719077574,19,Kovan Market & Food Centre,4.92798672792933,0,MERIDIAN LRT STATION,0.13252861519629175,21,0.13330129936613375,15,14.039446078183637
439 ANG MO KIO AVE 10,Teck Ghee Primary School,0.2996076295190386,14,Blk 409 Ang Mo Kio Ave 10,0.44183927573108284,4,ANG MO KIO MRT STATION,0.5955174650605537,4,0.11638495136698411,16,9.088478018053538
164 BEDOK STH RD,Temasek Primary School,0.2825770729679095,3,Blk 58 New Upper Changi Road,0.7477104932886612,8,TANAH MERAH MRT STATION,0.782473307108055,2,0.7200045648458839,12,11.310556023472465
102 LENGKONG TIGA,Telok Kurau Primary School,0.5948251258465242,10,Blk 4A Eunos Crescent,0.9117297004579445,5,KEMBANGAN MRT STATION,0.5621291315200495,5,0.2140662229293703,17,8.02785581880129
23 HAIG RD,Haig Girls' School,0.8220049864349929,9,Blks 13/14 Haig Road,0.1774997558939918,12,PAYA LEBAR MRT STATION,0.5667874681116614,9,0.16908877193031574,26,5.882728525309964
245 PASIR RIS ST 21,Pasir Ris Primary School,0.13438572003898694,9,Blks 2 & 3 Changi Village Road,3.4512154319792825,0,PASIR RIS MRT STATION,1.5511549602848567,2,0.4858562883945218,10,15.70890555909967
330 WOODLANDS AVE 1,Fuchun Primary School,0.10340221085576895,11,Blks 20/21 Marsiling Lane,1.5188345728252528,2,MARSILING MRT STATION,0.5837020130318692,5,0.30756284645950654,7,18.033422842931586
305 BT BATOK ST 31,Dazhong Primary School,0.13485370085560305,9,Market Street Food Centre,1.9429905199896753,1,BUKIT GOMBAK MRT STATION,0.4541961175187761,2,0.18992635840226216,12,14.112523441178537
509 ANG MO KIO AVE 8,Jing Shan Primary School,0.29821865485040744,8,Blk 724 Ang Mo Kio Ave 6,0.4495668732934328,2,ANG MO KIO MRT STATION,0.45449254353585705,2,0.4445525013464862,13,9.939052110279583
159 BISHAN ST 13,Kuo Chuan Presbyterian Primary School,0.29210310003157786,15,Blk 210 Toa Payoh Lorong 8,0.7364739051990636,6,BISHAN MRT STATION,0.8892964307414375,8,0.7009803032156747,14,6.948607650633699
51 NEW UPP CHANGI RD,Bedok Green Primary School,0.5068641787981482,6,Blk 58 New Upper Changi Road,0.14477037428091663,9,TANAH MERAH MRT STATION,0.6126084612300494,3,0.11843071606800266,15,11.003194829241528
301 UBI AVE 1,Maha Bodhi School,0.29266899226667553,5,Blk 4A Eunos Crescent,1.2205847624728239,7,UBI MRT STATION,0.3353037371584439,10,0.13947716149765915,18,7.6612275528633935
704 PASIR RIS DR 10,Park View Primary School,0.4277142991836266,4,Market Street Food Centre,3.9544454051852953,0,PASIR RIS MRT STATION,1.5855998231220443,1,0.1638697502691041,6,14.33518314198873
335 CLEMENTI AVE 2,Pei Tong Primary School,0.12425401192869197,7,Blk 353 Clementi Ave 2,0.3946107754664812,3,CLEMENTI MRT STATION,0.42057814870058324,2,0.10082992995700019,15,9.919389826368965
475A UPP SERANGOON CRES,CHIJ Our Lady of the Nativity,0.4064444637011736,14,Kovan Market & Food Centre,2.469900622198884,0,KANGKAR LRT STATION,0.8760947097435672,9,0.4082739854386989,13,11.547800403327356
721 CLEMENTI WEST ST 2,Qifa Primary School,1.4012095399646323,6,Blk 726 Clementi West Street 2,0.14950433822553502,3,CLEMENTI MRT STATION,1.3839498852693866,2,0.0895135250753706,10,9.879637420397142
430A YISHUN AVE 11,North View Primary School,0.6770590033727344,7,Chong Pang Market & Food Centre,2.5052479499463636,0,YISHUN MRT STATION,1.750879661436117,2,0.4083516825007833,13,15.183822519076175
527 HOUGANG AVE 6,Montfort Junior School,0.1385288857947126,17,Kovan Market & Food Centre,1.805213509862357,2,HOUGANG MRT STATION,0.42970235900023446,9,0.43005134761708025,16,10.930111639204352
175 BISHAN ST 13,Kuo Chuan Presbyterian Primary School,0.08100695693993551,16,Blk 210 Toa Payoh Lorong 8,0.9647525752406162,7,BISHAN MRT STATION,0.5726172279197043,6,0.4351378533430307,15,7.173737500423287
414 PASIR RIS DR 6,Casuarina Primary School,0.13257359438459726,14,Market Street Food Centre,3.216409493995043,0,PASIR RIS MRT STATION,0.7718661671883372,2,0.4741304960441868,10,15.20444524253907
86 DAWSON RD,Queenstown Primary School,0.2618579544197241,4,ABC Brickworks Market & Food Centre,0.9896500154265645,6,QUEENSTOWN MRT STATION,0.49071661400279737,3,0.06391309151144962,16,4.759822832058621
27 NEW UPP CHANGI RD,Bedok Green Primary School,0.33893732455356473,9,Blk 216 Bedok North Street 1,0.3637857840863677,9,BEDOK MRT STATION,0.527834537741238,3,0.3818375116435025,19,10.265552365919197
706 YISHUN AVE 5,Jiemin Primary School,0.22086097349762934,13,Chong Pang Market & Food Centre,0.299103548243879,2,YISHUN MRT STATION,0.6813232456190461,2,0.19433966217039553,14,16.20001163597215
641 ROWELL RD,Stamford Primary School,0.5145665559009771,8,Berseh Food Centre,0.2105454830461685,19,JALAN BESAR MRT STATION,0.3068113832347645,25,0.07947635938920455,29,2.689435934425178
351 JURONG EAST ST 31,Jurong Primary School,0.49111132075877495,11,Market Street Food Centre,0.8004643391738419,4,CHINESE GARDEN MRT STATION,0.3426130665628294,4,0.08976100094853702,14,15.012658696305484
106 GANGSA RD,Zhenghua Primary School,0.28714886595998407,11,Bukit Timah Market,4.342869231403341,0,PETIR LRT STATION,0.08230758601764718,14,0.41020815810756484,13,13.963146039045537
524 BT BATOK ST 52,Lianhua Primary School,0.37711409563610726,8,Market Street Food Centre,2.240731882671885,0,BUKIT GOMBAK MRT STATION,0.19267452609850108,4,0.3186959477760812,13,13.640387723725512
686A JURONG WEST CTRL 1,Jurong Primary School,0.7124688894820803,18,Blk 505 Jurong West Street 52,1.7523288489487794,1,BOON LAY MRT STATION,0.376807355548873,3,0.2761119510406894,11,17.519814206644067
324 WOODLANDS ST 32,Fuchun Primary School,0.18343923216771066,11,Blks 20/21 Marsiling Lane,1.3832428958880192,2,MARSILING MRT STATION,0.6414058550760591,4,0.27096180933539865,8,18.11997281220603
2C GEYLANG SERAI,Haig Girls' School,0.8040579706567779,9,Geylang Serai Market,0.08463548284749169,12,PAYA LEBAR MRT STATION,0.5784256832771835,10,0.08463551395587252,24,6.380525274284506
920 JURONG WEST ST 92,Juying Primary School,0.10926573055130068,10,Blk 505 Jurong West Street 52,3.524861698477384,0,PIONEER MRT STATION,1.0356526890621653,3,0.4185691138804279,9,19.169489631009014
50 LOR 5 TOA PAYOH,Pei Chun Public School,0.3145006975910371,13,Blk 75 Toa Payoh Lorong 5,0.14051436156692498,5,BRADDELL MRT STATION,0.7362720326238533,7,0.39241837339637636,17,5.867440791084081
313D ANCHORVALE RD,Anchor Green Primary School,0.16806222036798435,19,Kovan Market & Food Centre,3.6586864223063174,0,TONGKANG LRT STATION,0.3651007763652691,15,0.5523591673951473,15,12.603319455215415
695 JURONG WEST CTRL 1,Boon Lay Garden Primary School,0.6057673597312798,15,Blk 505 Jurong West Street 52,1.455429206957422,3,BOON LAY MRT STATION,0.46186754787783824,3,0.35366404613968794,12,17.281191527064017
221 HOUGANG ST 21,Xinghua Primary School,0.7467257476196818,8,Kovan Market & Food Centre,0.38471448368797445,2,KOVAN MRT STATION,0.42485128633174746,5,0.11572435363711685,15,8.779645866196418
148 RIVERVALE CRES,Rivervale Primary School,0.3154075290559906,26,Kovan Market & Food Centre,4.097981015189568,0,RUMBIA LRT STATION,0.11482808860201202,21,0.20828431109728018,18,13.222272431789973
492 JURONG WEST ST 41,Shuqun Primary School,0.4461868281383927,13,Blk 505 Jurong West Street 52,0.6946186325483211,4,LAKESIDE MRT STATION,0.7664021855184241,2,0.059474725128440695,8,15.882969067361323
44 TANGLIN HALT RD,New Town Primary School,0.1847155344944123,4,Tanglin Halt Market,0.19980089101735754,7,COMMONWEALTH MRT STATION,0.38640062641705125,7,0.32467960941422086,17,6.110977778236187
619 WOODLANDS DR 52,Woodlands Ring Primary School,0.14930642955582488,17,Blks 20/21 Marsiling Lane,2.58888475809685,0,WOODLANDS SOUTH MRT STATION,0.8271347098808634,4,0.511407909120665,14,17.546466292423446
249 CHOA CHU KANG AVE 2,South View Primary School,0.30737737886525945,11,Market Street Food Centre,4.083053658846982,0,SOUTH VIEW LRT STATION,0.07822375665476582,11,0.33316229226191674,13,15.824993176053093
467B FERNVALE LINK,Sengkang Green Primary School,0.6557508673909492,5,Chomp Chomp Food Centre,3.950550151709132,0,THANGGAM LRT STATION,0.2702991466267437,8,0.4201216212660108,8,12.939984640886975
687 JURONG WEST CTRL 1,Jurong Primary School,0.7952302800288908,15,Blk 505 Jurong West Street 52,1.6811503232663139,3,BOON LAY MRT STATION,0.3273190132325333,3,0.2477480723597906,11,17.420358758993245
524 HOUGANG AVE 6,Montfort Junior School,0.11508287714074979,17,Kovan Market & Food Centre,1.7353153004177364,2,HOUGANG MRT STATION,0.35826394020082614,7,0.38066640228524273,17,10.864412938864788
444 SIN MING AVE,Ai Tong School,0.25746299095975494,4,Blk 320 Shunfu Road,0.8932528912468448,2,MARYMOUNT MRT STATION,1.3447873653678593,2,0.45606779781480644,9,8.499291339491105
405 PASIR RIS DR 6,Casuarina Primary School,0.17711173060440255,14,Market Street Food Centre,3.3268203716225226,0,PASIR RIS MRT STATION,0.7486818566817091,2,0.5878103590676502,9,15.269900231480927
808B CHOA CHU KANG AVE 1,Chua Chu Kang Primary School,0.520546679078549,9,Market Street Food Centre,3.661520492870591,0,KEAT HONG LRT STATION,0.4760828736530385,11,0.20980592435755716,14,15.489636392252201
70 CIRCUIT RD,Canossa Catholic Primary School,0.7141996366012958,9,Blk 89 Circuit Road,0.34726788604596864,10,MACPHERSON MRT STATION,0.17401215235686832,11,0.4076206563912063,26,6.100577561349694
615 WOODLANDS AVE 4,Woodlands Ring Primary School,0.15163661160359046,17,Blks 20/21 Marsiling Lane,2.4183213480155983,0,WOODLANDS SOUTH MRT STATION,0.8161086504716436,4,0.37010938830854573,14,17.666476871486246
116 BT MERAH CTRL,Gan Eng Seng Primary School,0.2277716421395908,7,Blk 115 Bukit Merah View,0.8059243446108694,8,REDHILL MRT STATION,0.6576229676744423,5,0.312080183718037,17,4.0572200515247365
857 JURONG WEST ST 81,Pioneer Primary School,0.22183656590253756,14,Blk 505 Jurong West Street 52,2.422652060417743,0,PIONEER MRT STATION,1.1563730773787921,2,0.7122360256483315,9,18.610212134024554
102 BISHAN ST 12,Guangyang Primary School,0.17501557174281096,14,Blk 93 Toa Payoh Lorong 4,0.762065143527817,6,BRADDELL MRT STATION,0.5334337766743468,7,0.3287990277762073,12,6.757960063560674
670B EDGEFIELD PLAINS,Oasis Primary School,0.27360110094436996,20,Kovan Market & Food Centre,5.941640357812906,0,OASIS LRT STATION,0.34195753262189543,18,0.14823868269232487,13,15.065498868041598
845 JURONG WEST ST 81,Xingnan Primary School,0.5035327382788519,12,Blk 505 Jurong West Street 52,3.013672239892032,0,PIONEER MRT STATION,0.9871965808869485,2,0.30814949494204275,8,18.977952323186077
713 ANG MO KIO AVE 6,Jing Shan Primary School,0.5911966555818768,10,Blk 724 Ang Mo Kio Ave 6,0.08175275789570521,3,ANG MO KIO MRT STATION,0.37772510832817613,2,0.06344161256093311,12,9.67235821790723
223 YISHUN ST 21,Yishun Primary School,0.20001168025322794,13,Chong Pang Market & Food Centre,0.8588359888586241,2,YISHUN MRT STATION,0.5485466573074017,2,0.1982712397491664,17,16.706227150605113
810 WOODLANDS ST 81,Qihua Primary School,0.07336051898751776,20,Blks 20/21 Marsiling Lane,1.2229877530726216,2,WOODLANDS MRT STATION,0.666009971813427,5,0.2996322883433996,14,18.89326420826163
108 JURONG EAST ST 13,Fuhua Primary School,0.21112837002687887,6,Market Street Food Centre,0.5862957445850466,3,CHINESE GARDEN MRT STATION,0.6643956343821423,5,0.19945055684282037,21,14.072009142400619
101A PUNGGOL FIELD,Edgefield Primary School,0.30812893205962516,25,Kovan Market & Food Centre,4.832108520056489,0,COVE LRT STATION,0.14770888708230498,23,0.3623559382519983,17,13.971314180138172
310 WOODLANDS ST 31,Fuchun Primary School,0.2516901089630281,11,Blks 20/21 Marsiling Lane,1.4794088621421482,2,MARSILING MRT STATION,0.33934585708475185,4,0.31472145641840255,7,18.195505437472722
603 JURONG WEST ST 62,Jurong Primary School,0.178875424272681,16,Blk 505 Jurong West Street 52,2.330953515355113,0,PIONEER MRT STATION,0.37186590165514305,2,0.48778007061465545,8,17.859447884861137
